date,latitude,longitude,type,description,perpetrator,perpetrator_type,weapon,facilities_destroyed,facilities_damaged,health_workers_killed,health_workers_injured,health_workers_kidnapped,health_workers_arrested,worker_profession,access_obstructed,event_id,year,month,day,date_string
2024-08-28,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87659,2024,8,28,2024-08-28
2024-08-28,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87663,2024,8,28,2024-08-28
2024-08-28,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87669,2024,8,28,2024-08-28
2024-08-28,32.3180444,35.059812,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,79664,2024,8,28,2024-08-28
2024-08-28,32.4620862094,35.2915349538,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,78574,2024,8,28,2024-08-28
2024-08-28,32.4619051608,35.2926132428,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,78575,2024,8,28,2024-08-28
2024-08-28,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,79663,2024,8,28,2024-08-28
2024-08-28,32.293336275,35.3447556496,Health Care,"1 facility(ies) damaged; HeadOfProgramme, ProgrammeStaff: 1 injured, 1 arrested; forceful entry",Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,1,0,1,"HeadOfProgramme, ProgrammeStaff",False,79036,2024,8,28,2024-08-28
2024-08-28,32.293336275,35.3447556496,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,79069,2024,8,28,2024-08-28
2024-08-28,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87664,2024,8,28,2024-08-28
2024-08-29,32.4618837,35.297566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,79103,2024,8,29,2024-08-29
2024-08-29,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87671,2024,8,29,2024-08-29
2024-08-29,32.483853,35.2299459,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87672,2024,8,29,2024-08-29
2024-08-29,32.4618837,35.297566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,"AmbulanceDriver, ProgrammeStaff",False,87673,2024,8,29,2024-08-29
2024-08-29,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87674,2024,8,29,2024-08-29
2024-08-29,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87670,2024,8,29,2024-08-29
2024-08-30,31.3238491,34.3497101,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Nurse,False,85379,2024,8,30,2024-08-30
2024-08-30,31.50657065,35.1169326717,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,78938,2024,8,30,2024-08-30
2024-08-30,32.4618837,35.297566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,87676,2024,8,30,2024-08-30
2024-08-30,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87677,2024,8,30,2024-08-30
2024-08-30,32.4618327413,35.31255267,Health Care,"Doctor, Paramedic: 3 injured; 1 ambulance(s) damaged",Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,3,0,0,"Doctor, Paramedic",False,78937,2024,8,30,2024-08-30
2024-08-30,32.4618837,35.297566,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,87675,2024,8,30,2024-08-30
2024-08-31,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,79004,2024,8,31,2024-08-31
2024-08-31,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87680,2024,8,31,2024-08-31
2024-08-31,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,79003,2024,8,31,2024-08-31
2024-08-31,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87679,2024,8,31,2024-08-31
2024-08-31,31.3443293,34.3095897,Health Care,Physiotherapist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Physiotherapist,False,77353,2024,8,31,2024-08-31
2024-08-31,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,84480,2024,8,31,2024-08-31
2024-08-31,31.4944219124,34.4539350289,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,77386,2024,8,31,2024-08-31
2024-08-31,32.4601429368,35.2877427919,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,79005,2024,8,31,2024-08-31
2024-08-31,32.4618837,35.297566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87681,2024,8,31,2024-08-31
2024-08-31,32.4614706427,35.3128102476,Health Care,access obstructed; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87678,2024,8,31,2024-08-31
2024-09-01,32.468330249,35.2869923852,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,79696,2024,9,1,2024-09-01
2024-09-01,31.5038940682,34.4614505791,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,77419,2024,9,1,2024-09-01
2024-09-01,32.4620862094,35.2915349538,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,79665,2024,9,1,2024-09-01
2024-09-01,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,85319,2024,9,1,2024-09-01
2024-09-02,31.5338797038,34.506565336,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,77452,2024,9,2,2024-09-02
2024-09-02,32.4618837,35.297566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,79699,2024,9,2,2024-09-02
2024-09-02,31.5251142699,34.4474387115,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,77453,2024,9,2,2024-09-02
2024-09-02,31.7795473694,35.2251741513,Health Care,Doctor: 1 arrested; forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,79698,2024,9,2,2024-09-02
2024-09-02,32.3037790212,35.0296014672,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87683,2024,9,2,2024-09-02
2024-09-02,31.4200022681,34.3597412109,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,86265,2024,9,2,2024-09-02
2024-09-02,32.3102824433,35.0242058477,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,79701,2024,9,2,2024-09-02
2024-09-02,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,79700,2024,9,2,2024-09-02
2024-09-02,31.5290924248,34.4840203437,Health Care,HeadOfProgramme: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,HeadOfProgramme,False,84810,2024,9,2,2024-09-02
2024-09-03,32.4618837,35.297566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,83227,2024,9,3,2024-09-03
2024-09-03,32.3146240559,35.0300467299,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,87684,2024,9,3,2024-09-03
2024-09-04,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87685,2024,9,4,2024-09-04
2024-09-04,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87687,2024,9,4,2024-09-04
2024-09-04,31.9713782,35.2277551,Health Care,"AmbulanceDriver, Paramedic: 2 injured, 1 arrested",Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,2,0,1,"AmbulanceDriver, Paramedic",False,87693,2024,9,4,2024-09-04
2024-09-04,31.5167916,34.4647014,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,83999,2024,9,4,2024-09-04
2024-09-05,32.293336275,35.3447556496,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,84019,2024,9,5,2024-09-05
2024-09-05,31.2751764466,34.3145084381,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84472,2024,9,5,2024-09-05
2024-09-05,31.4200022681,34.3597412109,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,82732,2024,9,5,2024-09-05
2024-09-05,32.4620862094,35.2915349538,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,79702,2024,9,5,2024-09-05
2024-09-05,31.5384016638,34.5013082588,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84416,2024,9,5,2024-09-05
2024-09-08,31.3294641454,34.2299008369,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,False,83887,2024,9,8,2024-09-08
2024-09-08,31.5290924248,34.4840203437,Health Care,HeadOfProgramme: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,HeadOfProgramme,False,83201,2024,9,8,2024-09-08
2024-09-09,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,83986,2024,9,9,2024-09-09
2024-09-09,31.4872721784,34.4005088647,Health Care,ProgrammeStaff: 12 arrested; access obstructed; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,12,ProgrammeStaff,True,83996,2024,9,9,2024-09-09
2024-09-09,31.5351927833,34.5093655515,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,83956,2024,9,9,2024-09-09
2024-09-09,31.5244100731,34.4932884055,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,83988,2024,9,9,2024-09-09
2024-09-09,31.5068080797,34.4394027962,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,83993,2024,9,9,2024-09-09
2024-09-10,32.317711389,35.0592180861,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,84221,2024,9,10,2024-09-10
2024-09-10,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87692,2024,9,10,2024-09-10
2024-09-10,32.3136127735,35.0349283566,Health Care,"ProgrammeStaff: 2 injured, 3 arrested",Israeli Defence Forces,Host Government: Military,Fire Arm Blunt Use,0,0,0,2,0,3,ProgrammeStaff,False,87691,2024,9,10,2024-09-10
2024-09-10,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87690,2024,9,10,2024-09-10
2024-09-10,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87688,2024,9,10,2024-09-10
2024-09-10,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87689,2024,9,10,2024-09-10
2024-09-10,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,84223,2024,9,10,2024-09-10
2024-09-10,32.3102824433,35.0242058477,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,84222,2024,9,10,2024-09-10
2024-09-10,32.3136127735,35.0349283566,Health Care,Paramedic: 2 arrested; forceful entry; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Paramedic,True,83920,2024,9,10,2024-09-10
2024-09-10,32.3136127735,35.0349283566,Health Care,Paramedic: 1 injured,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,Paramedic,False,83260,2024,9,10,2024-09-10
2024-09-10,32.3111468,35.0275505,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Paramedic,False,83228,2024,9,10,2024-09-10
2024-09-10,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,84224,2024,9,10,2024-09-10
2024-09-11,32.3136127735,35.0349283566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,83955,2024,9,11,2024-09-11
2024-09-11,32.3210552,35.3689104,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84239,2024,9,11,2024-09-11
2024-09-11,31.4482157917,34.393408289,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,83989,2024,9,11,2024-09-11
2024-09-11,32.3136127735,35.0349283566,Health Care,Paramedic: 2 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Paramedic,True,83987,2024,9,11,2024-09-11
2024-09-11,32.3374193,35.3566332,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,84238,2024,9,11,2024-09-11
2024-09-11,32.3374193,35.3566332,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,84226,2024,9,11,2024-09-11
2024-09-11,32.4618837,35.297566,Health Care,"Doctor, ProgrammeStaff: 3 injured",Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,3,0,0,"Doctor, ProgrammeStaff",False,83261,2024,9,11,2024-09-11
2024-09-11,32.3374193,35.3566332,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,84227,2024,9,11,2024-09-11
2024-09-12,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87734,2024,9,12,2024-09-12
2024-09-12,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87686,2024,9,12,2024-09-12
2024-09-12,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,83998,2024,9,12,2024-09-12
2024-09-12,31.5811997404,35.0945537623,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,84478,2024,9,12,2024-09-12
2024-09-12,31.54977,34.5024697,Health Care,"Nurse: 1 killed, 1 injured",Israeli Defence Forces,Host Government: Military,Shelling,0,0,1,1,0,0,Nurse,False,85466,2024,9,12,2024-09-12
2024-09-12,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87737,2024,9,12,2024-09-12
2024-09-12,32.3136127735,35.0349283566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,87736,2024,9,12,2024-09-12
2024-09-12,32.3274558,35.0844741841,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,84242,2024,9,12,2024-09-12
2024-09-14,31.4202998318,34.3894547415,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,84003,2024,9,14,2024-09-14
2024-09-17,31.4384767815,34.4034718931,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,Paramedic,False,84473,2024,9,17,2024-09-17
2024-09-18,32.1963876657,34.9814987183,Health Care,Other: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Other,False,85130,2024,9,18,2024-09-18
2024-09-18,32.2149342297,35.2839331336,Health Care,Paramedic: 1 injured; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,Paramedic,True,84479,2024,9,18,2024-09-18
2024-09-19,31.5166544118,34.4646259703,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,84474,2024,9,19,2024-09-19
2024-09-19,31.5073248152,34.4519235698,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Nurse,False,85378,2024,9,19,2024-09-19
2024-09-21,31.2752047,34.2558269,Health Care,"1 facility(ies) damaged; GovernmentWorker: 5 killed, 1 injured",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,5,1,0,0,GovernmentWorker,False,84475,2024,9,21,2024-09-21
2024-09-21,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,86545,2024,9,21,2024-09-21
2024-09-24,31.7043556,35.2061876,Health Care,Paramedic: 1 injured; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,Paramedic,True,87738,2024,9,24,2024-09-24
2024-09-25,31.4523617091,34.3889486144,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,84476,2024,9,25,2024-09-25
2024-09-26,31.3313983,34.3158995853,Health Care,HeadOfProgramme: 1 killed,Hamas,NSA,Firearms,0,0,1,0,0,0,HeadOfProgramme,False,84477,2024,9,26,2024-09-26
2024-09-27,31.4200022681,34.3597412109,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,85580,2024,9,27,2024-09-27
2024-09-29,32.3509626821,35.3496244042,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,87739,2024,9,29,2024-09-29
2024-09-29,32.3509626821,35.3496244042,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,87742,2024,9,29,2024-09-29
2024-09-30,31.3023150385,34.3195736658,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,85322,2024,9,30,2024-09-30
2024-10-01,31.3276587253,34.3151094132,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,84849,2024,10,1,2024-10-01
2024-10-01,32.2204983691,35.2631535472,Health Care,Paramedic: 2 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Paramedic,True,84963,2024,10,1,2024-10-01
2024-10-01,32.2053935884,35.2865839068,Health Care,Paramedic: 2 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,2,0,0,Paramedic,False,84537,2024,10,1,2024-10-01
2024-10-01,32.2053935884,35.2865839068,Health Care,Paramedic: 1 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,Paramedic,False,87745,2024,10,1,2024-10-01
2024-10-01,32.2053935884,35.2865839068,Health Care,Paramedic: 6 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,6,0,0,Paramedic,False,84531,2024,10,1,2024-10-01
2024-10-01,31.3273929498,34.3151950836,Health Care,Doctor: 2 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,2,0,0,0,Doctor,False,85581,2024,10,1,2024-10-01
2024-10-01,31.4702533389,34.4256641945,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,84850,2024,10,1,2024-10-01
2024-10-01,32.2053935884,35.2865839068,Health Care,access obstructed; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,84536,2024,10,1,2024-10-01
2024-10-02,31.528902,35.0944873,Health Care,Paramedic: 3 injured,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,3,0,0,Paramedic,False,84965,2024,10,2,2024-10-02
2024-10-02,31.5192015956,34.4501477142,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84851,2024,10,2,2024-10-02
2024-10-05,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Mine,0,0,0,0,0,0,,False,86548,2024,10,5,2024-10-05
2024-10-05,31.5363212588,34.4962499376,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,85736,2024,10,5,2024-10-05
2024-10-05,31.5290924248,34.4840203437,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84855,2024,10,5,2024-10-05
2024-10-06,31.55012685,34.5033133774,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84858,2024,10,6,2024-10-06
2024-10-06,31.3274571026,34.31462658,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,87376,2024,10,6,2024-10-06
2024-10-06,31.4200022681,34.3597412109,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,84857,2024,10,6,2024-10-06
2024-10-07,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,"Tasers, Live and Rubber Bullets",0,0,0,0,0,0,,False,84862,2024,10,7,2024-10-07
2024-10-07,31.5282137,34.4831674,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,87375,2024,10,7,2024-10-07
2024-10-07,31.4200022681,34.3597412109,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,84861,2024,10,7,2024-10-07
2024-10-07,32.4620862094,35.2915349538,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,True,84966,2024,10,7,2024-10-07
2024-10-07,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,True,84967,2024,10,7,2024-10-07
2024-10-08,31.5351927833,34.5093655515,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84867,2024,10,8,2024-10-08
2024-10-08,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84866,2024,10,8,2024-10-08
2024-10-08,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,87377,2024,10,8,2024-10-08
2024-10-08,31.5384016638,34.5013082588,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,84865,2024,10,8,2024-10-08
2024-10-08,31.54977,34.5024697,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84871,2024,10,8,2024-10-08
2024-10-08,31.5282137,34.4831674,Health Care,"AmbulanceDriver: 1 killed, 1 injured",Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,1,0,0,AmbulanceDriver,False,84870,2024,10,8,2024-10-08
2024-10-08,31.5384016638,34.5013082588,Health Care,Paramedic: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Paramedic,False,84869,2024,10,8,2024-10-08
2024-10-08,31.5339757213,34.5066189908,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,84868,2024,10,8,2024-10-08
2024-10-09,31.4932607,34.406004,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,84872,2024,10,9,2024-10-09
2024-10-09,31.5363212588,34.4962499376,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Other,False,84875,2024,10,9,2024-10-09
2024-10-09,31.5290924248,34.4840203437,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,85064,2024,10,9,2024-10-09
2024-10-09,31.5290924248,34.4840203437,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,85842,2024,10,9,2024-10-09
2024-10-09,31.5363212588,34.4962499376,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,84874,2024,10,9,2024-10-09
2024-10-09,31.3443293,34.3095897,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,84873,2024,10,9,2024-10-09
2024-10-09,31.5290924248,34.4840203437,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,ProgrammeStaff,False,86280,2024,10,9,2024-10-09
